Plot,Year,Species,SpeciesCode,Layer1,layer2,Class ,Cover,
A01,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A01,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A02,1969,Abies concolor,ABCO,TREE,CAN,2,3,
A02,1969,Abies concolor,ABCO,TREE,SAP,2,3,
A05,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A05,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A05,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A08,1969,Abies concolor,ABCO,TREE,CAN,6,62.5,
A08,1969,Abies concolor,ABCO,TREE,SAP,5,37.5,
A08,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A10,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
A10,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A10,1969,Abies concolor,ABCO,TREE,SEED,1,1,
A13,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
A13,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A13,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A14,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
A14,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A14,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A17,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A17,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A17,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A21,1969,Abies concolor,ABCO,TREE,SAP,2,3,
A23,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A23,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A23,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A24,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A24,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A24,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A25,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A25,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A25,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A26,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A26,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A26,1969,Abies concolor,ABCO,TREE,SEED,2,3,
A27,1969,Abies concolor,ABCO,TREE,SAP,2,3,
A30,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A30,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A31,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A31,1969,Abies concolor,ABCO,TREE,SAP,5,37.5,
A31,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A32,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
A32,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A32,1969,Abies concolor,ABCO,TREE,SEED,4,17.5,
A33,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A33,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A33,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A34,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A34,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A35,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A35,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A35,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A36,1969,Abies concolor,ABCO,TREE,SAP,2,3,
A37,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A37,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A37,1969,Abies concolor,ABCO,TREE,SEED,2,3,
A38,1969,Abies concolor,ABCO,TREE,CAN,2,3,
A38,1969,Abies concolor,ABCO,TREE,SAP,2,3,
A38,1969,Abies concolor,ABCO,TREE,SEED,2,3,
A49,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A49,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A49,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A50,1969,Abies concolor,ABCO,TREE,CAN,2,3,
A50,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A50,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A51,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A51,1969,Abies concolor,ABCO,TREE,SAP,5,37.5,
A51,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A52,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A52,1969,Abies concolor,ABCO,TREE,SAP,5,37.5,
A52,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A53,1969,Abies concolor,ABCO,TREE,CAN,2,3,
A53,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A53,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A54,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A54,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A54,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A61,1969,Abies concolor,ABCO,TREE,SAP,2,3,
A85,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A85,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A85,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A86,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A86,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A88,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
A88,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A88,1969,Abies concolor,ABCO,TREE,SEED,3,7,
A91,1969,Abies concolor,ABCO,TREE,CAN,3,7,
A91,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
A91,1969,Abies concolor,ABCO,TREE,SEED,2,3,
A92,1969,Abies concolor,ABCO,TREE,CAN,2,3,
A92,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A92,1969,Abies concolor,ABCO,TREE,SEED,2,3,
A96,1969,Abies concolor,ABCO,TREE,SAP,3,7,
A96,1969,Abies concolor,ABCO,TREE,SEED,1,1,
B02,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B02,1969,Abies concolor,ABCO,TREE,SAP,2,3,
B02,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B20,1969,Abies concolor,ABCO,TREE,SAP,2,3,
B20,1969,Abies concolor,ABCO,TREE,SEED,2,3,
B24,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B24,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B24,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B25,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B25,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B25,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B27,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B27,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B27,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B31,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B31,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B36,1969,Abies concolor,ABCO,TREE,SAP,2,3,
B41,1969,Abies concolor,ABCO,TREE,SAP,2,3,
B42,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B42,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B42,1969,Abies concolor,ABCO,TREE,SEED,2,3,
B43,1969,Abies concolor,ABCO,TREE,CAN,6,62.5,
B43,1969,Abies concolor,ABCO,TREE,SAP,2,3,
B43,1969,Abies concolor,ABCO,TREE,SEED,2,3,
B50,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B50,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B50,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B52,1969,Abies concolor,ABCO,TREE,CAN,2,3,
B52,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B57,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B57,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B57,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B59,1969,Abies concolor,ABCO,TREE,SAP,1,1,
B69,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B70,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B70,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B70,1969,Abies concolor,ABCO,TREE,SEED,2,3,
B71,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B71,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B72,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B72,1969,Abies concolor,ABCO,TREE,SAP,6,62.5,
B72,1969,Abies concolor,ABCO,TREE,SEED,4,17.5,
B74,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B74,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B74,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B76,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B76,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B76,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B77,1969,Abies concolor,ABCO,TREE,CAN,5,37.5,
B77,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B77,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B78,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B78,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B78,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B83,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B84,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B84,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B84,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B85,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B85,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B85,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B86,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B86,1969,Abies concolor,ABCO,TREE,SAP,3,7,
B88,1969,Abies concolor,ABCO,TREE,CAN,4,17.5,
B88,1969,Abies concolor,ABCO,TREE,SAP,4,17.5,
B88,1969,Abies concolor,ABCO,TREE,SEED,3,7,
B99,1969,Abies concolor,ABCO,TREE,CAN,3,7,
B99,1969,Abies concolor,ABCO,TREE,SAP,5,37.5,
B99,1969,Abies concolor,ABCO,TREE,SEED,4,17.5,
A01,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A01,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A01,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A02,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A02,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A02,2015,Abies concolor,ABCO,TREE,SEED,1,1,
A05,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A05,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A05,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A08,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
A08,2015,Abies concolor,ABCO,TREE,SAP,5,37.5,
A08,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A10,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A10,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A10,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A13,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A13,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A13,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A14,2015,Abies concolor,ABCO,TREE,CAN,3,7,
A14,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A14,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A17,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A17,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A17,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A21,2015,Abies concolor,ABCO,TREE,CAN,2,3,
A21,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A23,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
A23,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A23,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A24,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A24,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A24,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A25,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A25,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A25,2015,Abies concolor,ABCO,TREE,SEED,4,17.5,
A26,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A26,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A26,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A27,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A27,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A27,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A28,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A28,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A28,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A30,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
A30,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A30,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A31,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A31,2015,Abies concolor,ABCO,TREE,SAP,5,37.5,
A31,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A32,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A32,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A32,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A33,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A33,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A33,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A34,2015,Abies concolor,ABCO,TREE,CAN,3,7,
A34,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A34,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A35,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A35,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A35,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A36,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A36,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A37,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A37,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A38,2015,Abies concolor,ABCO,TREE,CAN,2,3,
A38,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A38,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A39,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A39,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A40,2015,Abies concolor,ABCO,TREE,CAN,1,1,
A40,2015,Abies concolor,ABCO,TREE,SAP,1,1,
A40,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A47,2015,Abies concolor,ABCO,TREE,SEED,1,1,
A49,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A49,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A49,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A50,2015,Abies concolor,ABCO,TREE,CAN,3,7,
A50,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A50,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A51,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
A51,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A51,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A52,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A52,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A52,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A53,2015,Abies concolor,ABCO,TREE,CAN,3,7,
A53,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A53,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A54,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A54,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A54,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A59,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A59,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A61,2015,Abies concolor,ABCO,TREE,CAN,3,7,
A79,2015,Abies concolor,ABCO,TREE,SAP,1,1,
A80,2015,Abies concolor,ABCO,TREE,SAP,1,1,
A85,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A85,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A85,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A86,2015,Abies concolor,ABCO,TREE,CAN,2,3,
A86,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A86,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A87,2015,Abies concolor,ABCO,TREE,CAN,2,3,
A87,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A88,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
A88,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
A88,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A89,2015,Abies concolor,ABCO,TREE,CAN,2,3,
A89,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A89,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A90,2015,Abies concolor,ABCO,TREE,CAN,3,7,
A90,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A90,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A91,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A91,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A91,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A92,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
A92,2015,Abies concolor,ABCO,TREE,SAP,2,3,
A92,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A93,2015,Abies concolor,ABCO,TREE,CAN,2,3,
A93,2015,Abies concolor,ABCO,TREE,SAP,3,7,
A93,2015,Abies concolor,ABCO,TREE,SEED,2,3,
A97,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B02,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B02,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B02,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B05,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B07,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B07,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B12,2015,Abies concolor,ABCO,TREE,SEED,1,1,
B17,2015,Abies concolor,ABCO,TREE,SEED,1,1,
B24,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
B24,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
B24,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B25,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B25,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B25,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B26,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B26,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B26,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B27,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B27,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B27,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B30,2015,Abies concolor,ABCO,TREE,CAN,2,3,
B30,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B37,2015,Abies concolor,ABCO,TREE,CAN,2,3,
B37,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B37,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B39,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B39,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B39,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B40,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B41,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B41,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B42,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B42,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B42,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B43,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
B43,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B43,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B50,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B50,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B50,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B52,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B52,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B52,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B53,2015,Abies concolor,ABCO,TREE,CAN,1,1,
B56,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B56,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
B56,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B57,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
B57,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B57,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B58,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B63,2015,Abies concolor,ABCO,TREE,CAN,2,3,
B63,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B69,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B69,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B69,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B70,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
B70,2015,Abies concolor,ABCO,TREE,SAP,2,3,
B71,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
B71,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B71,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B72,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B72,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
B72,2015,Abies concolor,ABCO,TREE,SEED,4,17.5,
B74,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
B74,2015,Abies concolor,ABCO,TREE,SAP,5,37.5,
B74,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B76,2015,Abies concolor,ABCO,TREE,CAN,5,37.5,
B76,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B76,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B77,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
B77,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
B77,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B78,2015,Abies concolor,ABCO,TREE,CAN,6,62.5,
B78,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
B78,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B82,2015,Abies concolor,ABCO,TREE,CAN,2,3,
B82,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B82,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B84,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B84,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B84,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B85,2015,Abies concolor,ABCO,TREE,CAN,2,3,
B85,2015,Abies concolor,ABCO,TREE,SEED,2,3,
B86,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B86,2015,Abies concolor,ABCO,TREE,SAP,3,7,
B88,2015,Abies concolor,ABCO,TREE,CAN,3,7,
B88,2015,Abies concolor,ABCO,TREE,SEED,3,7,
B99,2015,Abies concolor,ABCO,TREE,CAN,4,17.5,
B99,2015,Abies concolor,ABCO,TREE,SAP,4,17.5,
B99,2015,Abies concolor,ABCO,TREE,SEED,3,7,
A55,1969,Abies lasiocarpa,ABLAS,TREE,CAN,4,17.5,
A55,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A55,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
A63,1969,Abies lasiocarpa,ABLAS,TREE,CAN,3,7,
A63,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A63,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
A64,1969,Abies lasiocarpa,ABLAS,TREE,CAN,4,17.5,
A64,1969,Abies lasiocarpa,ABLAS,TREE,SAP,2,3,
A64,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
A65,1969,Abies lasiocarpa,ABLAS,TREE,CAN,3,7,
A65,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A65,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
A66,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A66,1969,Abies lasiocarpa,ABLAS,TREE,SEED,4,17.5,
A69,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A69,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
A70,1969,Abies lasiocarpa,ABLAS,TREE,CAN,4,17.5,
A70,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A70,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
A71,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
A71,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
B03,1969,Abies lasiocarpa,ABLAS,TREE,CAN,2,3,
B03,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
B08,1969,Abies lasiocarpa,ABLAS,TREE,SAP,5,37.5,
B08,1969,Abies lasiocarpa,ABLAS,TREE,SEED,5,37.5,
B09,1969,Abies lasiocarpa,ABLAS,TREE,SAP,5,37.5,
B09,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
B26,1969,Abies lasiocarpa,ABLAS,TREE,SAP,4,17.5,
B26,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
B32,1969,Abies lasiocarpa,ABLAS,TREE,CAN,2,3,
B32,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
B32,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
B54,1969,Abies lasiocarpa,ABLAS,TREE,CAN,1,1,
B54,1969,Abies lasiocarpa,ABLAS,TREE,SEED,1,1,
B60,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
B60,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
B66,1969,Abies lasiocarpa,ABLAS,TREE,SAP,2,3,
B66,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
B68,1969,Abies lasiocarpa,ABLAS,TREE,SAP,5,37.5,
B68,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
B69,1969,Abies lasiocarpa,ABLAS,TREE,SAP,4,17.5,
B69,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
B70,1969,Abies lasiocarpa,ABLAS,TREE,CAN,3,7,
B70,1969,Abies lasiocarpa,ABLAS,TREE,SAP,4,17.5,
B70,1969,Abies lasiocarpa,ABLAS,TREE,SEED,2,3,
B83,1969,Abies lasiocarpa,ABLAS,TREE,SAP,3,7,
B83,1969,Abies lasiocarpa,ABLAS,TREE,SEED,1,1,
B84,1969,Abies lasiocarpa,ABLAS,TREE,CAN,4,17.5,
B84,1969,Abies lasiocarpa,ABLAS,TREE,SAP,4,17.5,
B84,1969,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
A55,2015,Abies lasiocarpa,ABLAS,TREE,CAN,3,7,
A55,2015,Abies lasiocarpa,ABLAS,TREE,SAP,4,17.5,
A55,2015,Abies lasiocarpa,ABLAS,TREE,SEED,3,7,
