Plot,Year,Species,SpeciesCode,Layer1,layer2,Class ,Cover,
B52,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
B56,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B56,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B56,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
B66,1969,Picea breweri,PICBRE,TREE,SAP,1,1,
B72,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B72,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B72,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
B78,1969,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B78,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
B82,1969,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B82,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
B85,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A01,2015,Picea breweri,PICBRE,TREE,CAN,1,1,
A05,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
A24,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A24,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A24,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A25,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A25,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A25,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A26,2015,Picea breweri,PICBRE,TREE,CAN,5,37.5,
A26,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A26,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A27,2015,Picea breweri,PICBRE,TREE,CAN,5,37.5,
A27,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
A27,2015,Picea breweri,PICBRE,TREE,SEED,3,7,
A28,2015,Picea breweri,PICBRE,TREE,CAN,5,37.5,
A28,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
A28,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A29,2015,Picea breweri,PICBRE,TREE,CAN,4,17.5,
A29,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A29,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A33,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A33,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
A33,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A34,2015,Picea breweri,PICBRE,TREE,CAN,4,17.5,
A34,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
A34,2015,Picea breweri,PICBRE,TREE,SEED,3,7,
A35,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A35,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A47,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A47,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A49,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
A49,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A50,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
A50,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A51,2015,Picea breweri,PICBRE,TREE,CAN,1,1,
A51,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A51,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A52,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A52,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A53,2015,Picea breweri,PICBRE,TREE,SAP,1,1,
A62,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A62,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A63,2015,Picea breweri,PICBRE,TREE,CAN,1,1,
A80,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A83,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
A83,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A86,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
A86,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
A89,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
A89,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A90,2015,Picea breweri,PICBRE,TREE,SAP,1,1,
A91,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
B03,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
B08,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
B08,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B08,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
B09,2015,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B09,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B19,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
B19,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B21,2015,Picea breweri,PICBRE,TREE,CAN,2,3,
B21,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B25,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
B25,2015,Picea breweri,PICBRE,TREE,SEED,1,1,
B33,2015,Picea breweri,PICBRE,TREE,CAN,1,1,
B34,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
B34,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
B34,2015,Picea breweri,PICBRE,TREE,SEED,1,1,
B40,2015,Picea breweri,PICBRE,TREE,SEED,1,1,
B41,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
B41,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B50,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B50,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
B52,2015,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B52,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
B52,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
B56,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
B56,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B56,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
B63,2015,Picea breweri,PICBRE,TREE,SEED,1,1,
B66,2015,Picea breweri,PICBRE,TREE,CAN,1,1,
B66,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B72,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
B72,2015,Picea breweri,PICBRE,TREE,SEED,3,7,
B78,2015,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B78,2015,Picea breweri,PICBRE,TREE,SAP,2,3,
B82,2015,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B82,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
B82,2015,Picea breweri,PICBRE,TREE,SEED,3,7,
B84,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
B84,2015,Picea breweri,PICBRE,TREE,SEED,3,7,
B85,2015,Picea breweri,PICBRE,TREE,CAN,3,7,
B85,2015,Picea breweri,PICBRE,TREE,SAP,3,7,
B85,2015,Picea breweri,PICBRE,TREE,SEED,2,3,
A01,1969,Picea engelmanii,PICENG,TREE,CAN,3,7,
A01,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
A05,1969,Picea engelmanii,PICENG,TREE,CAN,1,1,
A10,1969,Picea engelmanii,PICENG,TREE,CAN,1,1,
A23,1969,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
A23,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
A23,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
A51,1969,Picea engelmanii,PICENG,TREE,CAN,3,7,
A51,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
A52,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
A70,1969,Picea engelmanii,PICENG,TREE,CAN,1,1,
A84,1969,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
A84,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
A84,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
A85,1969,Picea engelmanii,PICENG,TREE,CAN,5,37.5,
A85,1969,Picea engelmanii,PICENG,TREE,SAP,2,3,
A85,1969,Picea engelmanii,PICENG,TREE,SEED,2,3,
A86,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
A87,1969,Picea engelmanii,PICENG,TREE,CAN,5,37.5,
A88,1969,Picea engelmanii,PICENG,TREE,CAN,2,3,
A88,1969,Picea engelmanii,PICENG,TREE,SEED,2,3,
B02,1969,Picea engelmanii,PICENG,TREE,CAN,3,7,
B02,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
B02,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
B26,1969,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B26,1969,Picea engelmanii,PICENG,TREE,SAP,4,17.5,
B26,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
B53,1969,Picea engelmanii,PICENG,TREE,CAN,2,3,
B53,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
B53,1969,Picea engelmanii,PICENG,TREE,SEED,2,3,
B54,1969,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B54,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
B54,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
B63,1969,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B63,1969,Picea engelmanii,PICENG,TREE,SAP,2,3,
B63,1969,Picea engelmanii,PICENG,TREE,SEED,2,3,
B68,1969,Picea engelmanii,PICENG,TREE,CAN,1,1,
B69,1969,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B69,1969,Picea engelmanii,PICENG,TREE,SAP,3,7,
B69,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
B70,1969,Picea engelmanii,PICENG,TREE,CAN,6,62.5,
B70,1969,Picea engelmanii,PICENG,TREE,SAP,4,17.5,
B70,1969,Picea engelmanii,PICENG,TREE,SEED,2,3,
B71,1969,Picea engelmanii,PICENG,TREE,CAN,6,62.5,
B71,1969,Picea engelmanii,PICENG,TREE,SAP,4,17.5,
B71,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
B76,1969,Picea engelmanii,PICENG,TREE,CAN,3,7,
B76,1969,Picea engelmanii,PICENG,TREE,SAP,4,17.5,
B76,1969,Picea engelmanii,PICENG,TREE,SEED,3,7,
B78,1969,Picea engelmanii,PICENG,TREE,SAP,1,1,
B78,1969,Picea engelmanii,PICENG,TREE,SEED,2,3,
B82,1969,Picea engelmanii,PICENG,TREE,CAN,1,1,
A01,2015,Picea engelmanii,PICENG,TREE,CAN,2,3,
A01,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
A01,2015,Picea engelmanii,PICENG,TREE,SEED,1,1,
A05,2015,Picea engelmanii,PICENG,TREE,CAN,1,1,
A23,2015,Picea engelmanii,PICENG,TREE,CAN,3,7,
A23,2015,Picea engelmanii,PICENG,TREE,SAP,3,7,
A23,2015,Picea engelmanii,PICENG,TREE,SEED,3,7,
A51,2015,Picea engelmanii,PICENG,TREE,CAN,3,7,
A51,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
A84,2015,Picea engelmanii,PICENG,TREE,CAN,3,7,
A84,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
A84,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
A85,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
A85,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
A86,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
A87,2015,Picea engelmanii,PICENG,TREE,CAN,6,62.5,
A87,2015,Picea engelmanii,PICENG,TREE,SAP,4,17.5,
A87,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
A88,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
A88,2015,Picea engelmanii,PICENG,TREE,SAP,3,7,
A90,2015,Picea engelmanii,PICENG,TREE,CAN,2,3,
A90,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
B02,2015,Picea engelmanii,PICENG,TREE,CAN,3,7,
B26,2015,Picea engelmanii,PICENG,TREE,CAN,5,37.5,
B26,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
B26,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
B48,2015,Picea engelmanii,PICENG,TREE,CAN,1,1,
B48,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
B48,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
B49,2015,Picea engelmanii,PICENG,TREE,CAN,2,3,
B49,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
B50,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B53,2015,Picea engelmanii,PICENG,TREE,CAN,3,7,
B53,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
B54,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B54,2015,Picea engelmanii,PICENG,TREE,SAP,2,3,
B63,2015,Picea engelmanii,PICENG,TREE,CAN,2,3,
B63,2015,Picea engelmanii,PICENG,TREE,SAP,4,17.5,
B63,2015,Picea engelmanii,PICENG,TREE,SEED,3,7,
B69,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B70,2015,Picea engelmanii,PICENG,TREE,CAN,6,62.5,
B70,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
B71,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B71,2015,Picea engelmanii,PICENG,TREE,SEED,1,1,
B76,2015,Picea engelmanii,PICENG,TREE,CAN,4,17.5,
B76,2015,Picea engelmanii,PICENG,TREE,SEED,2,3,
B78,2015,Picea engelmanii,PICENG,TREE,CAN,1,1,
B82,2015,Picea engelmanii,PICENG,TREE,CAN,1,1,
A01,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A01,1969,Pinus contorta,PINCON,TREE,SAP,2,3, 
A02,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
A49,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A49,1969,Pinus contorta,PINCON,TREE,SEED,1,1,
A55,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A55,1969,Pinus contorta,PINCON,TREE,SEED,1,1,
A62,1969,Pinus contorta,PINCON,TREE,SAP,1,1,
A63,1969,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A63,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A69,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
A69,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A70,1969,Pinus contorta,PINCON,TREE,CAN,5,37.5,
A70,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
A71,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A71,1969,Pinus contorta,PINCON,TREE,SAP,4,17.5,
A71,1969,Pinus contorta,PINCON,TREE,SEED,3,7,
A73,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A76,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A76,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A80,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A81,1969,Pinus contorta,PINCON,TREE,CAN,6,62.5,
A81,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
A81,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A82,1969,Pinus contorta,PINCON,TREE,CAN,5,37.5,
A82,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
A83,1969,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A83,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
A83,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A84,1969,Pinus contorta,PINCON,TREE,CAN,5,37.5,
A85,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A85,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
A85,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A86,1969,Pinus contorta,PINCON,TREE,CAN,6,62.5,
A86,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
A90,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
A91,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
A91,1969,Pinus contorta,PINCON,TREE,SAP,4,17.5,
A91,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
A92,1969,Pinus contorta,PINCON,TREE,CAN,2,3,
A93,1969,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A93,1969,Pinus contorta,PINCON,TREE,SAP,4,17.5,
A93,1969,Pinus contorta,PINCON,TREE,SEED,3,7,
B02,1969,Pinus contorta,PINCON,TREE,CAN,6,62.5,
B02,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
B19,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
B19,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B19,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B22,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B22,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B25,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
B25,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B25,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B26,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
B26,1969,Pinus contorta,PINCON,TREE,SAP,4,17.5,
B26,1969,Pinus contorta,PINCON,TREE,SEED,3,7,
B32,1969,Pinus contorta,PINCON,TREE,CAN,2,3,
B32,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B32,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B33,1969,Pinus contorta,PINCON,TREE,CAN,4,17.5,
B33,1969,Pinus contorta,PINCON,TREE,SAP,4,17.5,
B33,1969,Pinus contorta,PINCON,TREE,SEED,3,7,
B41,1969,Pinus contorta,PINCON,TREE,CAN,2,3,
B41,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B41,1969,Pinus contorta,PINCON,TREE,SEED,3,7,
B50,1969,Pinus contorta,PINCON,TREE,CAN,4,17.5,
B50,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B50,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B54,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
B54,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
B54,1969,Pinus contorta,PINCON,TREE,SEED,1,1,
B56,1969,Pinus contorta,PINCON,TREE,CAN,2,3,
B56,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B56,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B57,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
B57,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B57,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B58,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B58,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B59,1969,Pinus contorta,PINCON,TREE,CAN,3,7,
B59,1969,Pinus contorta,PINCON,TREE,SAP,4,17.5,
B59,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B60,1969,Pinus contorta,PINCON,TREE,SAP,2,3,
B60,1969,Pinus contorta,PINCON,TREE,SEED,2,3,
B69,1969,Pinus contorta,PINCON,TREE,CAN,7,87.5,
B69,1969,Pinus contorta,PINCON,TREE,SAP,3,7,
B69,1969,Pinus contorta,PINCON,TREE,SEED,3,7,
B71,1969,Pinus contorta,PINCON,TREE,CAN,4,17.5,
B78,1969,Pinus contorta,PINCON,TREE,CAN,2,3,
B84,1969,Pinus contorta,PINCON,TREE,CAN,2,3,
A01,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
A02,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
A30,2015,Pinus contorta,PINCON,TREE,CAN,1,1,
A49,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
A49,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A49,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
A55,2015,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A55,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A55,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A63,2015,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A63,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A63,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
A69,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
A69,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A69,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A70,2015,Pinus contorta,PINCON,TREE,CAN,5,37.5,
A70,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A70,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A71,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
A71,2015,Pinus contorta,PINCON,TREE,SAP,4,17.5,
A71,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A76,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
A76,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A80,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
A80,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
A81,2015,Pinus contorta,PINCON,TREE,CAN,5,37.5,
A81,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A81,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A82,2015,Pinus contorta,PINCON,TREE,CAN,5,37.5,
A82,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A82,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
A83,2015,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A83,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A84,2015,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A85,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A85,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A86,2015,Pinus contorta,PINCON,TREE,CAN,6,62.5,
A86,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A86,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
A88,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A90,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
A91,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
A91,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A92,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
A92,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A92,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
A93,2015,Pinus contorta,PINCON,TREE,CAN,4,17.5,
A93,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
A93,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B02,2015,Pinus contorta,PINCON,TREE,CAN,6,62.5,
B19,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B19,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
B19,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
B22,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B26,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B26,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B26,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B32,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B32,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B32,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
B33,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B33,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
B33,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
B40,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B40,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B41,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B41,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B41,2015,Pinus contorta,PINCON,TREE,SEED,1,1,
B49,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B49,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B49,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B50,2015,Pinus contorta,PINCON,TREE,CAN,4,17.5,
B50,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B50,2015,Pinus contorta,PINCON,TREE,SEED,1,1,
B56,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B56,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
B57,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B58,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B58,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B59,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B59,2015,Pinus contorta,PINCON,TREE,SAP,3,7,
B59,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B60,2015,Pinus contorta,PINCON,TREE,CAN,1,1,
B60,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B60,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B63,2015,Pinus contorta,PINCON,TREE,SAP,2,3,
B63,2015,Pinus contorta,PINCON,TREE,SEED,2,3,
B69,2015,Pinus contorta,PINCON,TREE,CAN,6,62.5,
B71,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B78,2015,Pinus contorta,PINCON,TREE,CAN,1,1,
B78,2015,Pinus contorta,PINCON,TREE,SAP,1,1,
B83,2015,Pinus contorta,PINCON,TREE,CAN,2,3,
B84,2015,Pinus contorta,PINCON,TREE,CAN,3,7,
B84,2015,Pinus contorta,PINCON,TREE,SEED,3,7,
A08,1969,Pinus lambertiana,PINLAM,TREE,CAN,3,7,
A08,1969,Pinus lambertiana,PINLAM,TREE,SEED,1,1,
A10,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A13,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A13,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A14,1969,Pinus lambertiana,PINLAM,TREE,CAN,3,7,
A14,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A23,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A24,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A24,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A25,1969,Pinus lambertiana,PINLAM,TREE,CAN,3,7,
A25,1969,Pinus lambertiana,PINLAM,TREE,SEED,1,1,
A26,1969,Pinus lambertiana,PINLAM,TREE,CAN,3,7,
A26,1969,Pinus lambertiana,PINLAM,TREE,SEED,1,1,
A30,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A31,1969,Pinus lambertiana,PINLAM,TREE,CAN,5,37.5,
A31,1969,Pinus lambertiana,PINLAM,TREE,SAP,2,3,
A31,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A32,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A33,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A33,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A34,1969,Pinus lambertiana,PINLAM,TREE,CAN,3,7,
A34,1969,Pinus lambertiana,PINLAM,TREE,SAP,2,3,
A34,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A50,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A50,1969,Pinus lambertiana,PINLAM,TREE,SAP,2,3,
A50,1969,Pinus lambertiana,PINLAM,TREE,SEED,2,3,
A51,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A51,1969,Pinus lambertiana,PINLAM,TREE,SAP,3,7,
A51,1969,Pinus lambertiana,PINLAM,TREE,SEED,3,7,
A52,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
A52,1969,Pinus lambertiana,PINLAM,TREE,SAP,3,7,
A53,1969,Pinus lambertiana,PINLAM,TREE,CAN,4,17.5,
